7.479398250579833984e+00,7.401870727539062500e+00,6.203837394714355469e+00,5.033008575439453125e+00,4.868764877319335938e+00,4.963184356689453125e+00,5.008862018585205078e+00,5.070852756500244141e+00,5.045858383178710938e+00,5.051112174987792969e+00,5.022284507751464844e+00,5.057617664337158203e+00,5.129976749420166016e+00,5.394038677215576172e+00,5.629917621612548828e+00
7.074994564056396484e+00,7.570242881774902344e+00,6.472349643707275391e+00,5.137835025787353516e+00,4.738092422485351562e+00,4.596708774566650391e+00,4.611170768737792969e+00,4.642896652221679688e+00,4.694878578186035156e+00,4.734127044677734375e+00,4.763488769531250000e+00,4.829124927520751953e+00,4.951845169067382812e+00,5.157651901245117188e+00,5.408147335052490234e+00
1.463958930969238281e+01,1.240227413177490234e+01,5.892759799957275391e+00,4.217080116271972656e+00,4.286021709442138672e+00,4.188833713531494141e+00,4.150907516479492188e+00,4.179685115814208984e+00,4.367692470550537109e+00,4.678973197937011719e+00,5.045841217041015625e+00,5.356560230255126953e+00,5.741289615631103516e+00,6.181211471557617188e+00,6.700946807861328125e+00
1.720596885681152344e+01,1.308765602111816406e+01,6.872563362121582031e+00,5.668050289154052734e+00,5.644539833068847656e+00,5.090422630310058594e+00,5.027577877044677734e+00,5.353775024414062500e+00,5.753953933715820312e+00,6.057823657989501953e+00,6.184817314147949219e+00,6.283990859985351562e+00,6.534621238708496094e+00,6.891439914703369141e+00,7.262851715087890625e+00
1.844884109497070312e+01,1.430970001220703125e+01,7.988345623016357422e+00,7.465167522430419922e+00,7.705735683441162109e+00,7.033782005310058594e+00,6.640152454376220703e+00,6.404170036315917969e+00,6.159350872039794922e+00,6.084422588348388672e+00,6.184617996215820312e+00,6.437457084655761719e+00,6.725802898406982422e+00,7.032291889190673828e+00,7.218702316284179688e+00
1.649908447265625000e+01,1.423079395294189453e+01,1.066641139984130859e+01,9.883018493652343750e+00,9.687964439392089844e+00,9.523882865905761719e+00,9.588342666625976562e+00,9.646582603454589844e+00,9.710326194763183594e+00,9.649827957153320312e+00,9.522344589233398438e+00,9.415298461914062500e+00,9.438427925109863281e+00,9.571247100830078125e+00,9.758803367614746094e+00
1.379905891418457031e+01,1.267264461517333984e+01,1.068278789520263672e+01,1.034205722808837891e+01,1.037771320343017578e+01,1.031117630004882812e+01,1.023954582214355469e+01,1.014323043823242188e+01,1.006101131439208984e+01,9.976151466369628906e+00,9.989934921264648438e+00,1.009439659118652344e+01,1.039041423797607422e+01,1.074236583709716797e+01,1.115349292755126953e+01
1.376746273040771484e+01,1.267968559265136719e+01,1.092276287078857422e+01,1.063735103607177734e+01,1.052228927612304688e+01,1.037837886810302734e+01,1.033164501190185547e+01,1.035567283630371094e+01,1.046720981597900391e+01,1.059615707397460938e+01,1.081445503234863281e+01,1.110164356231689453e+01,1.145198917388916016e+01,1.184148025512695312e+01,1.216407966613769531e+01
1.512942028045654297e+01,1.311781978607177734e+01,1.073406982421875000e+01,1.010389900207519531e+01,1.010584735870361328e+01,1.025309848785400391e+01,1.051229953765869141e+01,1.079814434051513672e+01,1.094585609436035156e+01,1.093083572387695312e+01,1.083273506164550781e+01,1.079072475433349609e+01,1.098095321655273438e+01,1.127469253540039062e+01,1.160867977142333984e+01
1.572132396697998047e+01,1.267202472686767578e+01,9.939941406250000000e+00,9.672226905822753906e+00,1.008779239654541016e+01,1.024006462097167969e+01,1.017066192626953125e+01,1.001999664306640625e+01,9.921348571777343750e+00,1.000352096557617188e+01,1.031886577606201172e+01,1.083086776733398438e+01,1.148753547668457031e+01,1.209942245483398438e+01,1.257775020599365234e+01
